text,label
সাক্লাইনকে ছাড়া কেক কাটা আর খাওয়া টা ঠিক জমলো না,0
"হাহাহাহা......  এক মহিলা রুচিহীন কর্মকান্ড করে এটেনশন চায়, আর আপনার মতো সাংবাদিকরা তার সে চাওয়াটা পুর্ণ করেন।",1
উল্টা-পাল্টা কিছু লিখতে পারিনা!,0
"যেখানেই আজকাল ফালতু নিউজ দেখি পেইজ গুলা আনফলো করে দিই।এখন সব কিছু যত সহজ হচ্ছে, ততই সস্তাও হচ্ছে।পরিমনির জন্মদিনও যে নিউজ করার বিষয় আগে জানা ছিলো না।বাংলাদেশে কত সুশীল ব্যক্তিদের জন্মদিন মৃত্যুদিন যায় এতো তো মাতামাতি দেখিনা।এগুলা আসলে মানুষের রুচিবোধের ব্যাপার।",0
ভাই লুঙ্গি কাছা দিয়া নাচে আবার বলে আল্লাহ বাচাককি কমু এদের ধর্মের সাধারণ জ্ঞানও নাই। আল্লাহ বুঝার তৌফিক দান করুক আমিন।,0
জেলেদেয,0
ভাইইএরাম ডেরেস সেন্স পরবর্তীতে জাদুঘরে রাখা যাবে,1
পরের বছর লুঙ্গী থিম এ জন্মদিন পালন করেছেন পরীমনি যেখানের সব কিছু হবে লুঙ্গির মত লাইক লুঙ্গী   আর চারিদিকে ঝুলন্ত লুঙ্গী।,0
আমার আপা তোমার আপা পরী আপা পরী আপা। পরী আপা জিন্দাবাদ,0
আহা..!,0
বাজে মহিলা,1
এদের আছে শুধু যৌনতা আর শরীরের বাহাদুরি।  হয়ত বা আর ৮ ১০ বছর ভালো সার্ভিস দিতে পারবে তার পর যখন শরীরের পাওযার এানার্জি কমে যাবে তখন কিছু দিন খয়রাতি করবে  আর মৃত্যুর কাছাকাছি সময়ে এসে বিক্ষুকদের মত সরকারের কাছে অনুদান চাইবে,1
"তুই ঐদিন ঐটা ডিকশনারি থেকে শিখেছিলি, তাই গড়বর হয়েছে।",0
এজন্যই সুশিক্ষিত হওয়াটা বেশি প্রয়োজন !,0
এই হচ্ছে নাম্বার 1বেহায়াপনা ছেমরি! যে কিনা প্রকাশ্যে জনগণের সামনে এভাবে আসার সাহস পাচ্ছে এবং অন্য যেসব বেহায়া আছে তাদের আসার সাহস জোগাচ্ছে!!তোমার বেহায়াপনার খেসারত কয়দিন পর আবারও দিতে হবে কোন না কোন উছিলায় দেখো!,1
লুঙ্গি টা খুলেই নাচতে চাইছিল...কেউ গিট্টু খুইলা দিলনা,0
"এই ভাবে লুঙ্গি কাছা দিয়ে পরার মানে বুঝলেন না! ওতো আরো বেশি নষ্টামি করার জন্য কাছা দিয়ে নেমেছে,এটাই সবাইকে বোঝাতে চেয়েছে।",0
দিপীকা ওর থেকে এতো শুকনা হয়েও যখন লুংগি ডান্স দিছিলো লুংগিট ডান্স দিছিলো তখন ওর লুংগিটা ওর থেকেও নীচে পরছিল আর ও এতো মটু হয়ে কোন আক্কেলে লুংগিটা এতো উপরে পরল,1
ঐশী রিয়া নকল করে পরিমণি,0
হ দোয়া করি বইন আল্লাহ আপনারে বাচায় রাখুক আর আরো গুনাহ করেন!!,0
এতোটাই বাজে লাগতেছে এই নারী কে রাগ সামলাতেই পারছিনা।তানভীর ভাইয়া আপনাকে সম্মান করেই বলছি আপনি কি পরীমনির এই পোস্ট গুলো ছাড়া অন্য কোনো পোস্ট পাননি?ধিক্কার জানাই মন থেকে এই নরকের নারী থেকে দুরে থাকাটা সবচেয়ে উত্তম বলে মনে করি।দুনিয়ার মজলুম এই মহিলার পরিব…,1
"ফালতু, নির্লজ্জ, বিশ্ব বেহায়া কোথাকার।",1
"বাইক রেসারদের অনুরোধ বাইক আস্তে চালাবেনগ্রামের বাড়িতে,,",0
আরো একটু  বালো হইতে  জদি তোর নিচের  জে ফাখটা আছে সে  ফাখটা দেখাতে  ই ফাখটা দেখতে  টাকা লাগে  আমরা  সবাই দেকে  নিলাম বিনা টাকায় তর নিজের ফাখটা  লাল না নিল  শাদা না কালো তোর জায়গা  জানাবেন  ওকে কিছু  মনে  কর বেননা পাবলিক  বাইরা আমার ওকে বাইয়া,1
Oh তাইলে এই ব্যাপার,0
পরিমণির কাছ থেকে অনেক কিছু জানা ও শেখার আছে।আমি নিজে শিখেছি কীভাবে লুঙ্গি পড়তে হয় ও কীভাবে তা কাছা  দিতে হয়,0
এই নোংরা মেয়ে এত কিছুর পরও কিছুই হলনা  আল্লাহ তুমি এদের কে হেদায়েত নজিব করুন আমীন,1
"কাস্টমার এর বিজ্ঞাপন, বাংলাদেশ সিনামা হল নাই, যেখানে নায়ক নাইকা-মডেল রা তো দুরের কথা পরিচালক প্রযোজক দের ভাত নাই, সেখানে পরমনি এই দুর সময়  ছবির কাহিনী দেখায়  এতে করে মনে হয় না কোন ভাল পরিবার নতুন করে নাইকা বানানোর জন্য নতুন কাউকে দিবে, তানভীর  তারেক ভাই শোতে একদিন যাওয়া দরকার, তার মত মানুষ এদের কে নিয়ে কেন মাতামাতি করে।",0
শুভ জন্মদিন খানকি মা*ী,1
"এই পরী মনি তু শেষ বেয়াদফি টা করেই চার লো, মা বাবা ছাড়া meye গলি এমনই বেআদব হুয়ে তাকে, শিক্ষার আর মনুষ্যত্বের অনেক বেশি অভাব আমি মনে করি।",0
"আপনি যে লিখলেন ""সে ষোল আনাই হাসিল করলেন"" এটাও তো সুন্দর হলোনা!!!",0
বাজে চরিত্র এমন নোংরা মনের নারী দ্বারা সব কাজ হয় এরা সমাজের অভিশাপ সমাজটাকে নষ্ট করে দিচ্ছে এদের আইনের আওতায় এনে কঠিন শাস্তি দেওয়া দরকার না হলে দেশের যুবসমাজ নষ্ট হয়ে যাবে,1
মার্ক জাকারবার্গের কাছে আমার বিনীত প্রার্থনা যে দ্রুত একটা জুতার রিয়েক্ট বানান..এই মুহূর্তে আমি একটা রিয়েক্ট দিতে চাই সেটা হলো জুতা..,0
"হ্যাঁ,আল্লাহ আপনাকে",0
বাংলার রাখি সাওয়ান্ত...  কন্ট্রোভার্সির আরেক নাম পরিমনি,1
পরিমনি কথা দিয়ে কথা রাখে এটাই তার প্রমাণ,0
আমার মনে হয়  এই বেচারি মানসিক ভারসাম্যহীণতায় ভুগছে। আসুন আমরা সবাই  তার ব্যথায় সমব্যাথি হই।,0
"লজ্জায় কেউকে বলতে পারিনা, দূর্ভাগ্য বসত পরিমনির আর আমার বার্থডে সেম দিনেই।",0
আর পরের বছর লেংটা হইয়া নাচবি!!!,1
বিশ্ব বেহায়া,1
"মানুষের উত্থান যেমন তার কর্মে,",0
ফকিন্নি যখন টাকা পায় এমনি করে!  লাগামহীন গরু একটা,1
তানভীর তারেক পা চাটা চামচা,0
হের মাতাত ডিসটাপ,0
বিশাল চামড়ার ব্যাবসায়ী ....,0
"পরীমণি তো একটা নষ্টা মেয়ে,, ছোট করে বলতে গেলে বৌতেল।।  ওর মতো বৌতেল পোশাক পরার দরকার কী??  ও যদি উলঙ্গ অবস্থায় চলাফেরা করে তাতে আরো ভালো হবে কারণ ও তো বৌতেল ওর আবার কিসের সন্মান।।  চামরা ব্যবসায়ী নষ্টা মহিলা।।",1
"আজ থেকে পনের/বিশ বছর পর কই থাকবে পরীর এই রুপ যৌবন, কই থাকবে তার দামী কাষ্টমাররা।। কিন্তু তাদের কুকীর্তি ও পাপ একইরকম চিরযৌবনা হয়ে রবে। আর যারা বলেন, জীবন তো একটাই এনজয় করেই কাটাও। তারা কি এই এনজয়মেন্টের কথা বলেন",0
"এতোবড়  নষ্টা  মেয়ে  চিনতা  করেন   কোনো একসময় তার  ঘরে  শুনেছি  খাবার  ছিলোনা  ,  আর  আল্লাহ  এই  ছোট  লোক  নষ্টাদেরকে  টাকা  পয়সা  দিয়ে শুধু পরিক্ষা  করে  দেখতেছেন  যে  এরা  পরিমনি  কতদুর তাদের  নষ্টামি  ভন্ডামি  দিয়ে  এই  সমাজকে  নষ্ট  করতে  পারে ,  শেষমেষ  আল্লাহ  কিন্ত  ছাড়  দেন  বাট ছেড়ে  দেননা  এটা  মনে  রাখবি  নষ্ট  পরিমনি ,  এক নিমিষেই  তর  সবকিছু  শেষ  হয়ে  যাবে  সেই। দিন দেখার  অপেক্ষায়  আছি  আমোরা  বাংলার   সভ্য  জনগণ ,  তোকে  বলতেছি  এখনো  সময়  আছে আল্লাহর  কাছে  তওবা  করে  এসব  নোংরামি  ছেড়ে ভালো  হয়ে  যাও  পরিমনি ।",1
"এই মহিলা সেলিব্রেটি হওয়ার জন্যে কি না কি করে, এতো বড় ধিঙ্গি মহিলা বিয়ে করলে 3-11 টা বাচ্চার মা হবে আবার  পরে কি না sort dress, shooting করার সময় হলে আরেক কথা",1
"এগুলো ও মুসলমান এর ঘরে জন্মায়,এদের থেকে যেই সন্তান হয় এরা অন্য ধর্ম কে আঘাত করে,আর দ্বায় ভাড় ইসলামের উপর বর্তায়।",0
"পরীমনি তোমাকে অনেক অনেক চুমু  আদর , ভালোবাসা এই বোন এর তরফ থেকে",0
"অশ্লীলতার চরম। পরীমনি তো বাংলাদেশর সংস্কৃতির কলংক। এ নাচ দেখার পর তো  একে এমনিতেই বয়কট করা উচিত সকলের।মানসিক রুগী।ওঁকে যারা সমর্থণ করে, তারা ও একই রকম।",1
আগামী জন্মদিন আসার আগে আল্লাহ পাক যেন তোমাকে হেদায়েত দান করেন।,0
কেমন লাগছে পরীকে।।।,0
পাগল বেডি।,1
এরকম একটা সিস্টেম নিয়ে আসবেন কিন্তু জনগন দেখবে,0
এর পর কবর থিম হতে পারে,0
"এমন একদিন আসবে, যখন পাবলিকের কাছে লুলা হয়ে ভিক্ষা চাইবি। আর শেষে ভিক্ষারটাকা দিয়ে চিকিতসা করবি।সময় মত আললাহ পাক প্রতিদান দেবেন।",0
"জেল থিম করাই বেটার ছিলো এবার,",0
"বেশি স্টাইলে কথা বলতে গিয়ে হোঁচট খেয়ে বসে, গুছিয়ে কথা বলতে জানেনা..... বুদ্ধির হাতবক্সি, পিককের উল্টা বললেও ককপিট হয় না... যত্ত সব পাগল ছাগল হিরোইন..",0
- একটুর লিগ্গা পরি মনির  ঝুনঝুনিটা দেখতে পারলাম নাহ?,0
জাতীয় গাধী,1
ককপিট হও কোনো সমস্যা নেই।। কিন্তু ককপিটে কী কেউ লুঙ্গি পড়ে।।। ককপিটে কে ভাই এমন করে???,0
আর আপনার ভিউ পাওয়া নিয়ে কথা।,0
জান্নাতি,0
আসলে পিনিকের উপ্রে ডিপেন্ড করে...!! মাল যদি জ্যামাইকান হয় তাহলে এক পিনিক আবার আমেরিকান স্ট্রবেরী ফ্লেভারের আরেক পিনিক...!! আর ছেঁউরিয়ার মাল হলে তো কথাই নাই...!! দেশী পিনিকে বিদেশী ফিলিংস!! লুঙ্গী কাহিনীও সেম!,1
এইটার মত নষ্টা আমার জন্মের পর আর দেখিনি।এই ময়লা ডাষ্টবিনটাকে দেশ থেকে বিতাড়িত করা দরকার,0
পছন্দের নায়কা। দীলে লাগে রে দেখলেই,0
এই মহিলার যেটুকু শালিনতা ছিলো ওইটুকূও লোভ পেলো জেলে গিয়ে জেলে যেহেতু চলেই গেছে তাই নিজের মান সম্মান বলতে আর কিছু রাখতেছে না সবকিছুর পর উনি যে একটা মেয়ে এটাও ভুলে গেছে আল্লাহ এদের কে শুধরানোর তোফিক দান করুন আমিন,1
সবুজের মধ্যে তো ব্যাঙ ও ছিলো,0
নেশা একটু বেশি হয়ে ছিল ভুলবশত বলে দিয়েছিল তারপর ঠিক করে নিল,0
এসব নোংরা চিন্তার মানুষগুলো তখনই সফল হয় যখন বাকি মানুষগুলোও এদের প্রশ্চয় দেয়।,0
পুরাই ফালতু,0
ফাইজলামি একটা সীমা থাকা উচিৎ,0
"একেই বলে,ভুল থেকে শিক্ষা",0
"বয় আকারে বা,,লয় একারে লে,, র=== বালের",0
"খুবই ভালো একটা মেয়ে, কাউকেই না বলতে পারে না,,!!!!  এতিম দের বুকে টেনে নিতে দু'বার ভাবে না!!",0
কানকাটা বেহায়া। লজ্জা শরম বিন্দু পরিমাণ অবশিষ্ট নেই।,1
পরীমনির জীবন-কাহিনী নিয়ে না কি সিনেমা বানানো হবে কোনো একটা নিউজ এ পড়লাম।তবে সমালোচনায় থাকতে পছন্দ করে। সারা বছর ই কিছু না কিছু নতুন নতুন রিউমারস নিয়ে হাজির হয়।তবে সে সুস্থ মস্তিষ্কের মানুষ নয়।তার আচরণ বিকৃত মস্তিষ্কের মানুষদের মধ্যে চলে গেছে।,0
সামনে বৎসর লুঙ্গির মধ্যে জন্মদিন পালন হবে হয়তো,0
এখানে জেতে হবে। রুপ চিরকাল থাকবে না।,0
মালে করে কি,1
পরের বার হবে কাছা দেওয়া  নিয়ে জন্মদিন,0
"অসভ্য একজন মহিলা,খবিশ,খাটাশ দেখলেই ভমি আসে আর এর কার্জকলাপ গুলো আরো জগন্য",1
আরে ভাই লুঙ্গি পরার মানে হলো করার সময় উপরে তুল্লাম করা শেষ ছেড়ে দিলাম সোজা কথায় শর্ট কাট । ড্যান্স করার সময় অন্য কিছু না,0
মিরপুর চিড়িয়াখানায় খাঁচা সংখ্যা বাড়ানোর জন্য সরকারের দৃষ্টি আকর্ষন করছি....,0
এতো খারাপ কি করে হয় একটা মেয়ে।এক মেয়ের জন্য হাজার মেয়ের দুপর নাম। আল্লাহ হেদায়েত দান করো,1
ভাই পরের বছর কি দেখাবি সেটা নিয়ে চিন্তা,0
এই টা তো গত বছরের ট্রেন্ড আর এই বছরের ট্রন্ড হচ্ছে,0
"এবার জন্মদিনের Sponsor কে , সেইটা জানতে চাওয়া অবুঝ মন আমার ।",0
একে দিয়ে 'প্রিতীলতা' এর বায়োপিক বানানো চরম অসম্মানজনক ব্যাপার হবে।,0
রাতের রানীর রাতের ইনকামের টাকা।খরচ করতে কি,0
২০২২ সালে পরীমনির জন্মদিনে লেংটা হয়ে নাচার অপেক্ষায় রইলাম,1
আহারে পরি রে,0
জেলের ভাতে বরকত আছে,0
ভুল থেকে যদি জন্মদিন পালন করার নতুন থিম আসে তাহলে ভুল ই ভালো।  আর বুঝলাম না মহিলাটা নিজের মত সবাইকে গাধা ভাবে কি করে,1
বাংলার বাঘিনি,0
এরপর কক কক,0
কিছু লিখা মত ভাষা খুজে পাচ্ছি না।,0
ককপীট ভাড়া করে কাছা মেরে নাচতাছে মনু এহন চিন্তি করি দেহো একটিবার যদি ককপীট বানাতো তাহলে তো পেন্টি ডান্স দিতো,0
"পরের জন্মদিনে দেখা যাবে তার পরনে কিছুই থাকবেনা। পাগল বেটি, এইটা নারি সমাজের কলংক।",1
শামসুননাহার স্মৃতির এত টাকার উৎস কি??,0
"জাতির ভাগ্য ভালো যে, আপনি আবেগে  ""Cock "" pic বলেন নাই। তাহলে সাংবাদিক দের "" Cock"" নিয়ে আমন্ত্রিতদের সামনে কিছু একটা......",0
ও যে বোকা বোঝা ই যায়।একটুও ভালো হয় নি বেহায়া পনার সেষ।মানুষের সমলোচনার র্শিসে।,1
এখন তো আমার সন্দেহ হয় উনি ছেলে না মেয়ে,1
আগামী বছর থিম থাকবে লুচি।,0
শয়তানের শয়তানি আর কমবে না,0
"রিমান্ডে ডিম পিছন দিয়ে না দিয়ে সামনে দিয়ে দিছিল মনে হচ্ছে,,,,পুরকি এখোনো যাইনি এইজন্য। পিছন দিয়ে দিলে সব ঠান্ডা হয়ে যাইত।",0
পাগলের সুখ মনে মনে,0
"এটা লুঙ্গি ড্যান্স নয়, এটা ধুতি ড্যান্স",0
"মাননীয় মার্ক জুকারবার্গ কাকা, কী যে সমস্যা র মধ্যে ফেলে দিছেন ,, কমেন্ট এ গালাগালি করতে পারি না । লোক লজ্জার ভয়ে , ফ্রেন্ড লিস্টে থাকা বড় ভাই, কাকা স্যার রা দেখবে বলে । মোটেও কাজটা ঠিক করেন নাই",0
"আগের মানুষ  একটা শাস্ত্র বলতো যেজামাই রাগ করলে বাদশা আর মেয়েরা রাগ করলে বেশ্যা আমারএকে দেখতে তাই মনে হয়, কারণ যদি জামাই থাকত তাহলে এত নোংরামিকরতে পারত না। যারা পতিতাবৃত্তি করে তাদের একটা নিজস্ব স্থান আছে তারা বাইরে নোংরামি করে না। পরীমনিকে দেখে মনে হয় এদের থেকে নিম্ন রুচিসম্পন্ন মেয়ে।",1
আমি বেবেছিলাম একটা সাদা লুঙ্গি কিনবো।।।। আর কিনা হলোনা।। এই পরীমনির জন্য।।। বেয়াদব মহিলা,1
হে আল্লাহ এদের হেদায়েত দাও,0
মানুষ মাত্রই ভুল,0
"ওরে কেউ এই হরিমনিরে থামা,, না হলে আমি হাসতে হাসতে মরে যামু",0
এই বেডিরে আর কয়টা দিন পুলিশ হেফাজতে রাখতো তাহলে বাংলাদেশের মানুষের  আর নাগিনীর উল্টা নাচ টা দেখতে হইতো না,1
পড়ালেখাই তো নেই বলবে কি করে অার হ্যা পরের বার কয়লা খনির থিম নিয়া অাইসেন।,0
আরে তুমি ত ডানা কাঁটা পরী,0
"দেখলাম তোমার ডায়পার পড়া ককপিটে নাচ, মানে অসাধারণ, অকল্পনীয়, অবিশ্বাস্য....",0
আর কিছু দিন জেলে রাখলে ভালো হতো।,0
আল্লাহ বাচায়া রাখুক,0
"পরি মনির সমালোচকদের জ্বলে যাচ্ছে,",0
"তার লজ্জা শরম যদি থাকতো জন সম্মুখে আর আসতোনা।বদমাইস, নির্লজ্জ,বেহায়া,নরাধম।শয়তানের প্রতিচ্ছবি।",0
আমার প্রশ্ন ও কি লুঙ্গির নিচে কিছু পরছিলো???,0
ও আমরা তো ভাবলাম পড়াশোনা জানে না।লোক মুখে যা শোনে তাই বলে,0
সামনের বছর জন্ম দিনে ফুল জন্ম দিনের পোশাক পরে নাচ হবে,0
"হয়তো পরিমনির নেক্সস্ট টার্গেট হাটে বাজারে লুঙ্গি বিক্রি করা,কারন ওর অতিরিক্ত অহংকার এবং বেয়াদপ মিডিয়া  থেকে বের করে দিলে লুঙ্গি বিক্রি করা ছাড়া আর কোন উপায় থাকবেনা।",0
"একেই বলে---""অল্প বিদ্যা ভয়ঙ্করী""",0
বেআদব একটা,0
অশিক্ষিত  একটা মেয়ে,1
ওয়াক থু .... আপনিও এই সব মাতাড়ি নিয়ে নিউজ করেন,0
পরীমনির জন্মদিন টা মনে হয় খুব তাড়াতাড়ি চলে আসে।না মানে কিছুদিন আাগে না কক্-পি ওহ সরি পি-কক্ গেলো,0
আলোচনায় থাকতে সে পছন্দ করে,0
"বাবা মা ছাড়া সন্তান যে.......? তুই আবার প্রমান করলি, শুনি তোর বাবা মায় তোর মত মাইয়া কেমনে জন্ম দিছে ফাজিল মাইয়া বেহাইয়া লজ্জা সমরমের মাথা খাইছোত,দেহ ব্যবসায়ী",1
"একদম ভালো হয়েছে,,,,",0
হাইস্যকর কালে কালে যে কতো কিছু দেখবো।,0
"""বলছি কথাগুলো পরীমনির রাখতে শিখো প্রিয়""।মেয়েটার উপর কত ঝড়,বৃষ্টি,তুফান,ঘূর্ণিঝড়  গেল তাও ১টা বছরে সে কিন্তু তার দেওয়া কথা মতই তার জন্মদিন এর সব করেছে। ,",0
মার কাছে আকুল আবেদন করে ছাড়া পাইছিলো।,0
রিমান্ডে দেওয়াতে টাকা সব খবর হয়ে গিয়েছে তাই ড্রেস হিসেবে লুংগিকে বেচে নিয়েছে।,0
পাগল ছাড়া বলার কিছু নাই,0
বাকি সব কথা বাদ,0
"ভাই অনেক হইসে, ওরে নিয়ে যত বেশী প্রচারণা করবেন ওর পাগলামি ছাগলামি দিনদিন বেড়েই যাবে।",0
অরে একটা  ঝাড়ুর  বাড়ি দেওন দরকার।,0
"ঠেলাঠেলি করবেননা সবাইকে দেখার সুযোগ দিন।সবাইত শিখতে চাই কিভাবে লুঙ্গি পরতে হয়,,,,,,,,,,",0
আরে তুমি ত ডানা কাঁটা পরী,0
এইসব দেখার পর মনে হচ্ছে জন্মদিন নামে কেনো দিন না থাকলেই ভালো হতো,0
আমি শিহরিত এমন ককপিট দেখেজানিনা আর কতো শিহরিত হব,0
এরোকম দেকতে চাই,0
পরীমনিকে পাবনা পাগলা গারদে নিয়ে চিকিৎসা করা দরকার।,0
আগামীতে জাঙিয়া ড্যান্স দিবা।,1
পরীমনি থেকে এখন হয়েছে লুঙ্গি মনি,0
অসহ্য,0
হাইব্রিড ফকিন্নি,1
পরিমনির মৃতু্্য হলে কি অবস্হাই হবে আল্লাহ ভাল জানে,0
মহিলারূপি শয়তান,1
বাংলাদেশ চলচ্চিত্রের সবচেয়ে নির্লজ্জ বেহায়া অশ্লীল ও রাতের রাণী নামে খ্যাত নায়িকা পরী মনি।,1
মূর্খ মহিলা,1
তোর বিল কতো   নাই  ইয়েট   তোর  ফোন  নবর  কতো  অনেক  পাটার  আছে,0
একে নিয়া কোন মন্তব্য করলে সেইটাও হবে হাস্যকর এরেনিয়া লিখালিখি না করে নিজের মত করে বাঁচুন  একদিন এটাও তসলিমা নাছরিনের মত দেশ ছেড়ে পালাতেহবে,0
পরিমনি একজন মানসিক রোগী ..,0
আল্লাহ তোকে হেদায়েত দান করুন,0
এরপর গামছা,0
"আমি একটা খবরে বলতে শুনলাম  মেধা  এবং শ্রম দিয়ে আরও এগিয়ে  যাক পরিমনি,,,আমার প্রশ্ন হলো এরকম কাপড় খুলে নাচার মতো কম মেধা আর কম শ্রম দুনিয়ার  আর কোন কাজে আছে কি???",0
পরের বছর ইয়টে বিকিনি পড়ে ড্যান্স করবে,1
বেহায়া নাম্বার  1,1
তানভির সাহেব আপনি আমার কাছে টাকা ধার চাইলে আমি দিতাম কিন্তু সামান্য কয়টা টাকার জন্য একটা বেশ্যাকে নিয়ে খবর বানালেন..? এতটাই খারাপ অবস্থা আপনার..?,0
তুমি গরিবের sunny leyon,1
"কেনো জে একটা জুতার রিয়েক্ট দেয় না মার্ক জাকারবার্গ,",0
মিয়া খলিফা ছোট বোন।,1
ওস্তাদ ককপিট এর বামে প্লাস্টিক,0
ওমন হিসাবের দিনে কড়ায় গন্ডায় হিসাব লইবা মহাজনে।,0
তুই মরে যা তারাতাড়ি দোয়া করি,0
অল্প পানির মাছ বেশি পানি তে আসলে এইগুলা বলে।,0
তার আয়ের উৎসটা কোথায়....  তার মুভিতো কুকুর ও দেখে না।।,0
বেশসা পরীমনি,1
চামড়া ব্যাবসা সফল হোক,1
এবারে লুঙ্গি পরা বা লুঙ্গি ডান্স করা রহস্য তা আগামী বছরের জন্য তোলা রইল,0
এইবার পরীমনি মনে হয় ইয়াবা বেশি খায় নাই বেশি খাইছে আইস,0
যা ভাই দূরে গিয়া মর,0
গত বছর যেনো তোমার ডেট ডে পালন করতে পারি।।।এইসব হাবি জাবি মেয়েদের জন্য সমাজটাই আজ ধ্বংসের মুখে।,1
বেহায়া নাম্বার  1,1
ওস্তাদ ককপিট এর বামে প্লাস্টিক,0
এখন লুঙ্গী ডান্সেরও কারণ জানতে হবে নাকি,0
আমার কিছুই বলার নেই,0
"এইটা আমিও ভাবি,এক দিন এক রিপোর্টএ দেখলাম উনি নাকি বৃত্তি প্রাপ্ত ছাত্রী  তবে এই অবস্থা কেনো",0
আপনি দাওয়াত পান নাই,0
"লুঙ্গি যারা পরে, তারা সবাই এর সম্ভাব্য  ঝুকি সম্পর্কে অবগত থাকে.... আপনি অবগত তো মিস(?) পি-হেন বা পি-কক???",0
"এর জন্মই অজন্ম পাপ,, ওর জন্মটা হইছে বেলুন ফাটার কারেনে।",0
কি আর থাকে মোনে হয় পায়ের জুতাটা আশা করি বুঝেছে..,0
"হায়রে পরী আপুরে...কী খেলাই না, তুমি দেখাইলা",0
সমাজে কেওরার নারে না নারী জাতের কলঙ্ক অনেক নায়ক-নায়িকা দেখেছি ওর মতন নায়িকা কমই দেখেছি মাশাল্লাহ নারী বলতে শরম লাগে,1
লুঈিমনি,0
কক পীক,0
তুমারে বলদ এ চু*** হা,0
ছি ছি ছি,0
ঢং করতে হলেও সামান্য knowledge দরকার,0
ছাগল বেডি,1
পরি মনি একটা বাজে মেয়ে,1
কিন্তু বইনে আফনি যে লুংগিটা ফরলেন হেইডা কিল্লাই।।আফনি কি জানেন এখন সাদা লুংগির দাম কত বাইরা গেছে।।লুংগি কিনতে গেছি দোকানদার আফনার নাম কয়।।,0
তার ছেরা,0
মাল খেয়ে  কথায়  শালি,1
তুমি আমার  চেডের  বাল,1
দালাল,0
"বালের পরিমনি,, হা***য়ার মনি,,, লাইট বন্দ করলে,, বা,,, অন্ধকারে সবই সমান,,, মাদারচুদি",1
পরিবেশ দূষণকারী জীব,0
ভুল মানুষেরী হয়,0
নাউযুবিল্লাহ,0
"বিশ্বের যেকোন জায়গায় থেকে নিজ উদ্যোগে ফ্রী সময়কে কাজে লাগিয়ে কাজের পাশাপাশি মাএ ৫/৬ হাজার টাকা পন্য( নিত্য প্রয়োজনীয়) কেনাকাটার মাধ্যমে সামান্য পুঁজি দিয়ে, অরগ্যানিক ন্যাচারাল পন্য নিয়ে কেউ যদি অনলাইনে অথবা সরাসরিভাবে বিজনেস করতে আগ্রহী থাকেন। …",0
আগে চুল ঠিক কইরা নে পরে কথা বল আর না হলে আগে কথা বইলা নে পরে চুল ঠিক কর,0
Bangladesh এ এই রকম বেজন্মা may be একটাই।,0
"লজ্জা শরম যদি কিছু থাকতো তাহলে এমনটা করতো না,,,এদের দেখে জাতি কি শিখবে??দেশে সবকিছুর বিচার হবে অথচ পরিমনির মতো নির্লজ্জ মানুষের কিছু হবে না।।।আজব দেশ আমাদের  আর আজব সব কর্মকাণ্ড।",1
ও  তাই বছর লুঙ্গি কে পাদান্য দিয়েছেন....আপনার লুঙ্গি ডান্স দেখতে দেখতে অতিষ্ঠ হয়ে গেলাম...আপনার ভিডিও যতো ইগনোর করি ততো বেশি আরো সামনে আসে,0
সামনে আমার  জন্মদিন আসতাছে। আমিও পরি আফার মতো লুঙ্গি পরবো।,0
জীবনে প্রথম লুঙ্গি পরা বিমানবালা দেখলাম,0
ককপিক,0
পরিমনিকে কিতাকিতি করার জন্য এসব আয়োজন করে।,0
তয় আপা কিন্তু কথা রাখসে,0
"হয়ছে ভাই থাম এবার,বাচ্চাদের পেমপার্স পড়াটা বোধই বাদ ছিলো।",0
কিছু অশিক্ষিত মেয়েরা মিডিয়াতে এসে মিডিয়ার জায়গাটা কে খারাপ করে ফেলছে। তার মধ্যে পরিমনি,0
এরপর আসবে জাঙ্গিয়া ডান্স।,1
ছি পূ্রনিমা,0
"এইবার কাছা দিয়া নামছে,খেলা হবে।",0
এত কাপড় থকতে লুঙ্গি!,0
কেয়ামতের আলামত শুরু হয়ে গেছে,0
অল্প পানির মাছ বেশি পানি পেলে যায় হয় আর কি,0
মূর্খ মহিলা একটা,1
"একটা নষ্টা মেয়েকে নিয়ে কি যে শুরু হয়েছে বাংলা দেশে, আমার মাথায় আসে না..",1
আপনিও দেখছি হিরো আলমের মতো কথা বলছেন,0
কফিল ভাই চলবে,0
এই পরীমনি আমার ময়লা শার্ট প্যান্ট ধুয়ে দিবি মাসে কয় টাকা দিতে হবে,0
মাগিচুদা খাওয়ার খুব ইচ্ছা নারে মাথায় উঠে থাকে সবসময়,1
নটির ঘরের নটি,0
পরি তুমি অসুস্থ।,0
"নেক্সট জন্মদিনের থিম হলো ""বিকিনি"" এটা সবাই বুঝে গেছে।এই থিমে জন্মদিন পালন করবে পরিমনি আর আপনাদের মতো সাংবাদিকেরা বলবে পরিমনি সাহসী,বোল্ড,সবাই যা পারেনি পরি তা করে দেখিয়েছে",0
লঙ্গি নাচ ভালো লাগছে,0
মাছ ধরতে যাবে পরীমনি,0
পরিমনি একজন মানুষিক রুগি নয়তো এমন নোংরামি ওপেন ভাবে করতে পারে না,0
রানু মন্ডল এর নিউ ভার্শন,0
